N,R,E
429,18.079539572360847,9.998618859637046
430,18.71676713577405,9.415641805697247
431,18.874506308531124,9.80743415072607
432,18.62196785055597,9.651815149816786
433,18.46428306390981,9.810317078807861
434,18.590228866983754,9.326831941438481
435,18.358518018121586,9.561212318240994
436,18.53046076301429,9.947393926767871
437,18.986139904602776,9.744691786525266
438,18.222823086466953,9.328485808430347
439,18.55191241796365,9.848216700593179
440,18.36817226327443,9.597440177171336
441,18.923084022963454,9.760727839199546
442,18.338778980824724,9.846769758552993
443,18.891333660825442,9.75385206100026
444,18.900238978411995,9.69080737222007
445,18.33743067371143,9.752916226601863
446,18.37875024638589,10.050162233533921
447,18.335965130244688,9.617961069020465
448,18.176242088064146,9.203903942330214
449,18.644424914691335,9.991136322763161
450,18.7650833820872,9.326173776473288
451,18.83474140610184,9.827042723090104
452,18.247666748098176,9.70307584782282
453,19.02367483169626,9.715085984888876
454,19.02803024904157,10.031350801681723
455,19.02272733612709,9.777473116304563
456,18.87744139134574,9.63056845273543
457,19.006870340958354,9.884058818210242
458,19.2246851820609,9.843774231985348
459,19.029760050296876,9.833976848689097
460,18.648374739808915,9.98991279657738
461,18.949015774197026,9.821646297358784
462,18.861323181144364,9.903471025064025
463,19.591470711070798,9.890573777725555
464,19.145848242802714,9.985986759385968
465,18.890329859228142,9.897655947110067
466,18.8312755884529,10.011315736278105
467,19.523849202144195,9.961482401945275
468,18.85996345604313,9.926735627342678
469,19.39590329408891,9.909577909364117
470,19.617689599639984,10.379566514404607
471,18.540075914963953,9.786462622032587
472,19.242161391731827,10.518695936261286
473,19.07504231402177,10.182725739162246
474,19.306335628644458,9.840765722174655
475,18.93299792901734,10.022381503876458
476,19.218010326444464,10.284587846470401
477,19.680660903883474,10.517283773519608
478,19.401886080524406,10.274842253527382
479,19.64868956225929,10.131333943980367
480,19.046465806176226,9.99516745404768
481,19.389163736858453,9.759989237436612
482,19.509047168277043,10.173125167053012
483,19.52391486383839,10.132747166389777
484,19.6260806106811,10.002688479749356
485,19.56284433628828,9.975440671751187
486,19.26842466218948,10.227636034224416
487,19.36376013572968,10.399751833545452
488,19.471781008541917,9.834561205246613
489,19.280557525136278,10.138114303036375
490,19.96486461414368,10.12756560679083
491,19.89201002684342,10.155060070184362
492,19.56815310919099,10.313606123910015
493,19.762288008504996,10.433524075860873
494,20.081919936698167,10.73914373438128
495,19.19656309060819,10.123460745901458
496,19.370402025225697,9.987507842625876
497,19.878781791232246,10.240696681919152
498,19.419889513217708,10.138281865568315
499,20.131167617381877,10.62994950370114
