N,R,E
100,9.632983758797355,5.412733148952923
101,8.810687012318635,4.035531230788499
102,8.932893781867197,4.874981309574134
103,9.226296619969578,5.019382948843544
104,8.954664154080023,4.469018884107634
105,8.797970142509438,4.633754264657069
106,9.081828294394105,4.93513918541859
107,9.194101863600949,5.377097342521042
108,8.680608461372477,4.309699189937976
109,9.564720368284219,5.1779615216119845
110,9.812342685941022,5.599563404748294
111,9.137525608373126,4.720241732569273
112,9.769306297070411,5.288313627117874
113,9.47218788204226,4.881642479183077
114,9.329939703606824,4.982142850052739
115,9.640008555589691,4.515632557974479
116,9.300902820656122,4.817482619368554
117,9.417199683511903,5.134151694493642
118,9.481004096434665,4.871515876667444
119,9.17525317742703,4.889056802842073
120,10.187345549220927,5.285846248934627
121,9.507115633182453,5.0557788579674625
122,9.329700086194844,5.113341692540454
123,9.490518080721138,5.003935173950621
124,9.150029740488394,5.14973060515399
125,10.01475720137813,4.954965648661888
126,10.413868464089864,4.654767131528811
127,10.932060742607323,6.124128378728131
128,8.852841047385365,4.931883762177093
129,10.047300582588015,4.666076350978173
130,10.028587271250041,5.379750153710751
131,9.92200979976319,5.143856408254147
132,10.537424734192852,5.147067783790391
133,9.603159737625358,5.3765338540911065
134,10.384297354656262,5.682255901891408
135,10.702984281092503,5.395422944818477
136,10.639172750027404,5.218820099124423
137,10.16066155066423,6.084288489329062
138,10.933310221276624,5.089926805110402
139,9.475348977662179,5.162357927249085
140,10.959970706953134,6.10719514374287
141,11.667121662052487,5.824693540787728
142,10.409809095754277,6.23796708358188
143,10.260596208637367,5.276112877652399
144,9.805456261790118,5.505593317082382
145,10.77786605385614,5.557515574281986
146,10.963975699227895,5.781794637948289
147,11.388077217450661,5.711813570336046
148,10.932412021421449,5.616688621226799
149,11.46011587853016,5.146105468329179
150,10.85863232916899,4.869394724123861
151,10.695114032176049,6.00671967026417
152,11.145599283912656,6.228432609290248
153,11.058147949887744,6.169646469416009
154,11.113066554212157,5.562800488896546
155,10.388995459102043,5.688537692963343
156,11.132635457384987,5.495914123301445
157,10.652367840943915,5.571564410023105
158,10.971185236207237,5.699949601352335
159,10.673631755977198,5.508567961745873
160,11.61492120929746,5.429966975482461
161,10.382110714403927,5.194602476128254
162,12.557877191664305,6.272377351807544
163,10.85441527176172,5.900295399319209
164,11.869798063333015,6.390537761022366
165,10.811175830567128,6.108982070047904
166,11.25197403030867,5.923429009068299
167,11.237161454530455,5.549185928518088
168,11.716614449765052,6.287142060897968
169,12.47061305613937,5.654966675771549
170,12.26874482461192,6.33503586673697
171,11.899855110617894,6.121060596805443
172,11.980877804830694,5.524776257548573
173,11.506634313358742,5.492116208386486
174,11.344541704045088,5.380928104001538
175,11.952252338046373,5.731064533587253
176,12.349307713192164,6.4334706803514266
177,11.019865680386044,5.549611336851647
178,11.872075432513784,6.607901571145691
179,11.53955520146414,5.912448935076355
180,12.111041675890394,5.556608337834731
181,12.116354088201772,6.503530060314117
182,10.805187237244283,5.513656505058525
183,11.452834557776793,6.2841790552239685
184,12.769739747747103,6.5576736913753075
185,11.944711422513771,6.052033354435328
186,11.946802904509555,5.378349130022157
187,11.322499705052277,6.290390324406111
188,12.237970471930778,6.082302155880773
189,12.385162215136607,6.642577396899494
190,11.497296547040413,6.470725912176062
191,12.787514007357036,6.649381953743075
192,12.069220352759404,6.541961424320962
193,12.874346985115842,6.086353719913673
194,12.550781595226493,6.785474203208879
195,13.049314756617797,6.233982533384593
196,11.774107068971459,6.036895456745983
197,10.981270552373015,6.649497276196232
198,12.881036613375304,6.3276918953543975
199,11.480128763674957,6.149691862616966
200,13.168591915487703,6.83330584951277
201,12.954038229673932,6.089730903708942
202,12.534976228236598,6.258043996898619
203,11.758883387594173,6.19967322459268
204,12.862318773567692,5.819481362183349
205,11.219029817385085,6.180995361282084
206,12.173512994564764,6.490272504669928
207,13.923385150019373,6.363233409506699
208,13.512525971604656,7.241944371878088
209,12.078159506310147,7.401975653130124
210,12.795834098567742,6.356830658366665
211,13.185249036238927,6.476163982704889
212,13.875415447015742,7.098420573229237
213,12.679006220471782,7.211465126716639
214,13.68548903533909,7.372547983041524
215,14.213223550868465,6.67638517882008
216,12.069791653561763,7.245918211931935
217,13.019267603310022,6.438451505147502
218,13.135572354933347,6.93478956403105
219,12.59600112025772,7.138918919293798
220,13.368399443224025,6.615040082242258
221,13.525215178389491,6.567285582494882
222,13.105266551182567,7.235641540919502
223,13.324424295315751,7.083382974990364
224,12.705476670426874,6.8932264726331764
225,13.712379577545097,6.944087613541276
226,12.409832442473956,6.346339049973464
227,13.514376712453943,6.987505870811226
228,12.457640126498944,6.721255426140998
229,13.36710590586945,7.396193919732146
230,12.944748740693509,6.340174669574724
231,14.831556163135893,7.538911804600395
232,12.529006954467425,7.207927897964572
233,13.12755677693406,6.160675742080277
234,13.293428618651864,7.145460315222222
235,13.462506720459588,7.011313851882272
236,13.19542258516631,6.922400669339479
237,14.130717939283569,7.457616148985789
238,13.137846027956233,7.153388830699179
239,13.477733811906146,7.540835378680258
240,12.983661507302042,7.445722208250944
241,14.580785932952946,7.236344960902257
242,13.155604116259697,6.767524003622996
243,13.4679888703709,7.083036675426806
244,12.836836340159364,7.18663962528549
245,12.269058738770983,6.759800266371282
246,12.179069336091796,5.998914302416331
247,12.599925404681933,6.662154200738325
248,14.381945309678933,7.122587001960607
249,12.885978235601012,7.406826618784403
250,13.659474330351646,7.1493320407328325
251,15.1208295609298,7.9727108641417965
252,13.894429773393611,6.913339965961135
253,13.262169162506385,6.403594131120063
254,13.705728922378032,7.577237270493328
255,14.09596292065599,7.222663472216212
256,13.769919396159775,6.963706844884801
257,13.820083549703782,6.4610636574792375
258,14.202378780351838,7.163474111714648
259,14.296988510630738,7.373064540756551
260,15.598768742442424,6.838508452652467
261,14.109725075045597,7.2921063410852565
262,14.311422274424901,8.145859341280437
263,13.47695113844872,6.818028006101498
264,14.86021745984398,7.961512194087854
265,13.729378110037121,7.38032644797978
266,14.357895005748986,8.173699255167591
267,15.343005591290277,7.4086504317514965
268,15.204540578155424,7.64265433375718
269,14.776166969634545,7.335634845215231
270,14.132288567135207,7.024329438015542
271,13.115494315723403,7.437314498040901
272,14.220345421136253,7.5947082804150465
273,14.766325460983872,7.857810681360453
274,13.797593789072417,7.124792606670581
275,14.912638535463477,8.16819098881238
276,14.905830489885842,7.11016030627
277,16.23496038147252,7.592122366383317
278,14.272791362766636,7.950490612665576
279,14.18978252247716,8.321452558565108
280,14.312787261452558,8.070660568781555
281,14.497764178475641,8.616436744012084
282,13.849863398547493,7.484857826304399
283,15.546362156042024,8.211195403247705
284,14.16466575565774,7.70946603019962
285,16.87111806243266,7.707725285497205
286,15.515426481551296,8.010259453134617
287,15.593134557642792,8.351807960790206
288,17.448207474593698,9.525526572466635
289,14.095891036962545,8.193223689904956
290,15.403080562575447,7.396793918627081
291,15.950518527396463,7.230959016220049
292,14.469959289154252,7.767012356879623
293,14.937657852748359,7.8641618531772055
294,15.033318178044848,8.127689585807456
295,16.646413602411183,8.956332023726823
296,14.831210383562729,7.148115174232022
297,15.059988962993256,7.996167817077537
298,14.785156031618193,7.715772983435373
299,15.619067637411527,7.8316775597150015
300,14.857313499108429,8.336236437691927
301,15.925202918208006,7.803959964917697
302,15.215722385335186,8.814000806406465
303,14.29342196070202,7.498337785126411
304,15.881074872446115,8.140600438832397
305,15.450514278543114,8.014014263390148
306,14.631527294561472,7.459061141912411
307,14.377064159047668,8.548861118786128
308,16.01423972632427,7.452487319525995
309,15.801069572972802,8.5252250617549
310,15.900776270871754,8.154567255441492
311,14.505619103510366,7.486847438549411
312,15.415189711381492,6.740596815100229
313,16.054292464560763,7.922896591333936
314,16.239411454621855,7.804122677378378
315,16.82480364567492,8.531426733397458
316,17.167519848368695,8.20298877717296
317,14.893911664160735,7.945005304817525
318,15.348237455735998,7.675670854874249
319,16.63803953750076,8.218113941291342
320,15.136174130257622,7.123566173308501
321,16.874016712136644,8.231053128155505
322,14.299860665023779,7.892345963686255
323,15.419639572228702,8.503355962041354
324,15.49406645366291,8.486061735385409
325,14.611582028178761,8.201017457617166
326,16.112962600271313,8.06697964573362
327,15.443526172913566,8.825104777848193
328,15.691849516109349,7.870420404998488
329,15.395081398298275,7.804574519291113
330,17.09924207410405,9.03172628549502
331,15.795525418066903,8.271420103880251
332,15.252696630207042,8.011791183121254
333,17.26804138339742,8.96676609760101
334,16.210617855580956,9.672022923242222
335,16.772809344866843,8.994976117119764
336,16.952617291517903,8.653025750395143
337,16.345871406130247,8.93255914360471
338,15.282852338157099,7.730379593149808
339,16.70325363537576,9.544701733015524
340,15.610727233550477,6.591528441270835
341,16.33668823585315,9.808860466913712
342,16.35316431891733,7.757561274400224
343,17.26983072472981,9.700539995617252
344,16.669175741821928,8.61394020696324
345,16.201055154136608,8.437480074734985
346,17.462540763978414,8.883145094337712
347,17.0021070920649,8.452670464075599
348,16.16880788648087,9.319621668575115
349,17.806837408442632,8.532040021259922
350,16.04010383709599,8.404892598012792
351,16.35580363568291,7.9989101948510175
352,15.842995607465477,6.963439170671909
353,17.075832584284225,8.842516664899879
354,16.297325335913122,9.103908982649065
355,17.514546664443202,8.837593659499847
356,16.526309758934815,8.124647475998772
357,17.23500323163815,9.339925601495803
358,17.9418324786733,10.127761538479076
359,17.477119672374723,10.209103331687237
360,17.9267357217157,8.868960921517237
361,18.333290451278575,9.08731895783065
362,16.486919169910326,8.281504165771567
363,15.888430984438143,9.19365751272438
364,16.81544376687932,8.751757505332778
365,16.731279317291825,8.618290742997154
366,18.016147964666818,8.50720851045653
367,17.886261890261824,8.938257769213035
368,17.50727881843985,8.859466138382233
369,18.38503422891517,9.644709511728891
370,16.664355829601966,7.9298321061832775
371,17.58041047978558,8.718283032562537
372,16.220225542876687,8.50490012707926
373,16.893445353910074,8.171145520378321
374,16.55864195935598,8.583093278444206
375,17.465560269561344,9.69503721060541
376,16.93935255414854,8.376688987704147
377,16.621865965732187,9.755034983812532
378,20.781288960276257,9.616621519067662
379,17.186670930821133,9.094752648578439
380,17.56872983615332,9.144021503895244
381,19.386725993777922,8.443127607385621
382,16.162767150621274,7.896366735096962
383,16.93713461964483,9.365618270289948
384,18.313174415035395,9.969649907240374
385,17.804471281173893,9.0399563285357
386,19.264529697231648,9.589925677497442
387,19.04928971660062,10.104741803032084
388,16.884062305449614,9.086128133938702
389,17.351433008116608,8.30223164519576
390,18.353172171104944,9.610030279367322
391,16.853114422398473,8.767112387108998
392,17.798711519181005,8.264255982212989
393,17.874044490052842,9.558960137132477
